x,kde_density
0.0,0.013193461406793007
1.0,0.013570888318077692
2.0,0.013928159962111358
3.0,0.014263367037377206
4.0,0.01457472691183362
5.0,0.014860601704818047
6.0,0.01511951479223107
7.0,0.015350165486762166
8.0,0.015551441675293624
9.0,0.01572243023036787
10.0,0.015862425050949907
11.0,0.015970932628770272
12.0,0.016047675079359548
13.0,0.016092590620490083
14.0,0.01610583152413022
15.0,0.016087759610207933
16.0,0.016038939390540158
17.0,0.01596012900834208
18.0,0.015852269152024187
19.0,0.015716470150848295
20.0,0.015553997483935912
21.0,0.015366255952712179
22.0,0.015154772779905436
23.0,0.014921179905623834
24.0,0.014667195752874656
25.0,0.014394606731388555
26.0,0.014105248740111742
27.0,0.013800988915683987
28.0,0.01348370785719482
29.0,0.013155282537118866
30.0,0.012817570085265182
31.0,0.0124723926075295
32.0,0.012121523174932185
33.0,0.011766673091541986
34.0,0.011409480523090607
35.0,0.011051500541966304
36.0,0.010694196619372756
37.0,0.010338933572194954
38.0,0.009986971950891538
39.0,0.009639463835794218
40.0,0.009297449992719283
41.0,0.008961858324862702
42.0,0.008633503546563816
43.0,0.008313087995604925
44.0,0.008001203494131168
45.0,0.007698334163830847
46.0,0.007404860098488248
47.0,0.007121061796148931
48.0,0.006847125253658631
49.0,0.006583147627982932
50.0,0.006329143371231875
51.0,0.006085050749464098
52.0,0.005850738658927015
53.0,0.005626013657223613
54.0,0.005410627130852786
55.0,0.005204282524544556
56.0,0.005006642561748284
57.0,0.0048173363895016525
58.0,0.004635966584716797
59.0,0.004462115962698767
60.0,0.004295354132508451
61.0,0.004135243747661002
62.0,0.003981346404679321
63.0,0.0038332281462683357
64.0,0.003690464530399038
65.0,0.00355264523144057
66.0,0.0034193781446842492
67.0,0.0032902929711756367
68.0,0.0031650442656980656
69.0,0.0030433139369968496
70.0,0.002924813195839778
