x,kde_density
0.0,0.021016825678977818
1.0,0.02164179030631172
2.0,0.022178554381597732
3.0,0.022621833555803487
4.0,0.022967867090447725
5.0,0.02321449000371862
6.0,0.02336116036279787
7.0,0.02340894109574575
8.0,0.023360437368279592
9.0,0.023219692173851638
10.0,0.022992044253489843
11.0,0.022683953738331552
12.0,0.022302801947465253
13.0,0.021856672543885108
14.0,0.02135412173203819
15.0,0.020803945363763236
16.0,0.02021495070885936
17.0,0.01959574025560664
18.0,0.018954514257587197
19.0,0.018298897865954036
20.0,0.017635797617073155
21.0,0.01697129082581892
22.0,0.01631055011077763
23.0,0.015657803898724478
24.0,0.015016332373894907
25.0,0.014388497005671618
26.0,0.013775800558629292
27.0,0.013178973411008129
28.0,0.012598081126313837
29.0,0.012032647575196882
30.0,0.011481787518699186
31.0,0.010944342455234166
32.0,0.010419013704811844
33.0,0.009904487143377678
34.0,0.009399544681929587
35.0,0.008903158470481027
36.0,0.008414564846071554
37.0,0.007933316178882625
38.0,0.007459309938523845
39.0,0.006992795440557454
40.0,0.006534359781644855
41.0,0.006084895377928355
42.0,0.005645552243524121
43.0,0.005217678655352109
44.0,0.004802754132352367
45.0,0.0044023187114564976
46.0,0.004017902343366543
47.0,0.003650957884196593
48.0,0.0033028006598429215
49.0,0.0029745569705051248
50.0,0.002667123228136775
51.0,0.002381136724618564
52.0,0.002116958354785183
53.0,0.001874667002070673
54.0,0.0016540647639132753
55.0,0.0014546917690199358
56.0,0.0012758490300317752
57.0,0.0011166275853768499
58.0,0.0009759421078436757
59.0,0.0008525671831175687
60.0,0.0007451745730726784
61.0,0.0006523699570682027
62.0,0.000572727869806964
63.0,0.0005048238068415761
64.0,0.00044726273058168144
65.0,0.0003987034652687834
66.0,0.0003578787065917218
67.0,0.0003236105815408667
68.0,0.00029482187118118314
69.0,0.0002705431507163688
70.0,0.000249916207523646
