x,kde_density
0.0,0.013077113497966806
1.0,0.013328310599057498
2.0,0.013560229162007834
3.0,0.013772236834253214
4.0,0.013963828445315688
5.0,0.014134625147990888
6.0,0.014284371861165584
7.0,0.014412933130722762
8.0,0.014520287557633928
9.0,0.014606520970704827
10.0,0.014671818544767472
11.0,0.01471645608277663
12.0,0.014740790691832806
13.0,0.014745251088353674
14.0,0.01473032776638759
15.0,0.014696563255538201
16.0,0.014644542681465655
17.0,0.014574884822954996
18.0,0.01448823383574998
19.0,0.014385251785556526
20.0,0.014266612101726889
21.0,0.014132994030146149
22.0,0.013985078129806119
23.0,0.013823542823514052
24.0,0.013649061980193862
25.0,0.013462303475268248
26.0,0.013263928647561127
27.0,0.013054592546812547
28.0,0.012834944845892425
29.0,0.012605631276631514
30.0,0.012367295438169577
31.0,0.012120580822006975
32.0,0.011866132898500628
33.0,0.011604601115174739
34.0,0.011336640667565413
35.0,0.011062913917885286
36.0,0.010784091354964559
37.0,0.01050085200998375
38.0,0.010213883265674387
39.0,0.009923880021105716
40.0,0.009631543199057574
41.0,0.009337577607483544
42.0,0.009042689189916067
43.0,0.008747581721144366
44.0,0.008452953023486575
45.0,0.008159490794961845
46.0,0.007867868153246577
47.0,0.0075787390082015975
48.0,0.007292733380842031
49.0,0.007010452787872562
50.0,0.006732465808444632
51.0,0.006459303943828547
52.0,0.00619145787156179
53.0,0.005929374183747582
54.0,0.005673452685013096
55.0,0.005424044309726303
56.0,0.005181449700971724
57.0,0.004945918476065117
58.0,0.004717649185605159
59.0,0.004496789955747391
60.0,0.004283439787030063
61.0,0.004077650468117259
62.0,0.0038794290496171023
63.0,0.0036887408119759112
64.0,0.0035055126525543627
65.0,0.0033296368104946523
66.0,0.003160974843937043
67.0,0.0029993617725215874
68.0,0.002844610298815906
69.0,0.002696515025190526
70.0,0.0025548565875033406
