x,kde_density
0.0,0.023750104593907563
1.0,0.024139148566102164
2.0,0.024414720241673443
3.0,0.024574541279236407
4.0,0.024618201803859548
5.0,0.024547149111078324
6.0,0.02436462612191164
7.0,0.024075562338037898
8.0,0.023686421767332565
9.0,0.023205013780983757
10.0,0.02264027406127177
11.0,0.022002023658460386
12.0,0.021300714670243217
13.0,0.020547171181897656
14.0,0.019752333872848814
15.0,0.018927016135923232
16.0,0.018081678713526103
17.0,0.017226228785265557
18.0,0.016369848205961296
19.0,0.015520854256218205
20.0,0.0146865948938773
21.0,0.013873379143897982
22.0,0.01308644199041401
23.0,0.01232994198339993
24.0,0.011606988779665386
25.0,0.010919697029814603
26.0,0.010269262415392971
27.0,0.009656055240159986
28.0,0.009079726784000824
29.0,0.008539323627413784
30.0,0.008033405332248883
31.0,0.00756016119856449
32.0,0.00711752228219439
33.0,0.006703265424108027
34.0,0.006315106680491191
35.0,0.005950782220771738
36.0,0.005608115449283749
37.0,0.005285069776320144
38.0,0.004979787090060812
39.0,0.004690612539962619
40.0,0.0044161067166874615
41.0,0.004155046690492731
42.0,0.00390641764149589
43.0,0.003669396979070323
44.0,0.0034433329068402413
45.0,0.00322771935219475
46.0,0.0030221690569976808
47.0,0.002826386434584384
48.0,0.002640141554790283
49.0,0.002463246342309779
50.0,0.0022955337827164145
51.0,0.002136840642391831
52.0,0.0019869939387043077
53.0,0.0018458011574782602
54.0,0.0017130440151958328
55.0,0.0015884754089870161
56.0,0.0014718190902945297
57.0,0.0013627715369029505
58.0,0.001261005478810722
59.0,0.0011661745500927815
60.0,0.0010779185839424957
61.0,0.0009958691333112333
62.0,0.0009196548768134518
63.0,0.0008489066512743578
64.0,0.0007832619319768101
65.0,0.0007223686542119465
66.0,0.0006658883315922128
67.0,0.0006134984757309461
68.0,0.0005648943577414671
69.0,0.0005197901751747916
70.0,0.00047791970003128635
