x,kde_density
0.0,0.01720311000241086
1.0,0.017733664582236384
2.0,0.018217481829774937
3.0,0.01865101068813356
4.0,0.019031265348291304
5.0,0.01935586691416263
6.0,0.019623072323342285
7.0,0.019831789904416423
8.0,0.019981581336646015
9.0,0.020072650169379248
10.0,0.02010581744344555
11.0,0.020082485322006946
12.0,0.020004589971530252
13.0,0.01987454522345819
14.0,0.019695178784060675
15.0,0.019469662935947284
16.0,0.019201441784068626
17.0,0.0188941571383701
18.0,0.018551575093746987
19.0,0.018177515267392762
20.0,0.01777578448841366
21.0,0.017350116511605496
22.0,0.01690411905570189
23.0,0.01644122915731521
24.0,0.015964677497828154
25.0,0.015477462015275799
26.0,0.014982330770837578
27.0,0.014481773713763427
28.0,0.013978022692365673
29.0,0.013473058803621726
30.0,0.012968625969409973
31.0,0.012466249480394112
32.0,0.011967258163190123
33.0,0.0114728088037534
34.0,0.010983911497931629
35.0,0.010501454693933548
36.0,0.010026228833588733
37.0,0.009558947680105038
38.0,0.009100266628425826
39.0,0.008650797518228075
40.0,0.008211119696891481
41.0,0.007781787298739578
42.0,0.007363332906983531
43.0,0.006956267937278571
44.0,0.00656108021992248
45.0,0.0061782293571581715
46.0,0.00580814049093959
47.0,0.005451197135445013
48.0,0.005107733710349507
49.0,0.0047780283600446895
50.0,0.004462296566703147
51.0,0.0041606859683641145
52.0,0.0038732726845346313
53.0,0.0036000593385635653
54.0,0.0033409748551468917
55.0,0.0030958760087637567
56.0,0.0028645506094546252
57.0,0.0026467221396229076
58.0,0.0024420556015400134
59.0,0.002250164300654996
60.0,0.002070617274089506
61.0,0.0019029470752077958
62.0,0.0017466576414396397
63.0,0.00160123200059275
64.0,0.0014661396074284773
65.0,0.00134084314396432
66.0,0.0012248046606737862
67.0,0.0011174909787084247
68.0,0.0010183783131910765
69.0,0.0009269561128094931
70.0,0.0008427301402488117
