x,kde_density
0.0,0.03325862495733433
1.0,0.033426707526983235
2.0,0.03332079597437368
3.0,0.03294666509887294
4.0,0.03231685930841961
5.0,0.03145008859459948
6.0,0.030370378180077637
7.0,0.029106025226668383
8.0,0.02768842540681093
9.0,0.0261508366919091
10.0,0.024527147291138612
11.0,0.022850709625542597
12.0,0.021153293275659894
13.0,0.019464198020033588
14.0,0.017809554580373917
15.0,0.016211826739254104
16.0,0.01468951524435124
17.0,0.013257052315432848
18.0,0.011924866318812156
19.0,0.010699589660215114
20.0,0.009584379261129672
21.0,0.008579317947312379
22.0,0.0076818663018766815
23.0,0.006887337491862803
24.0,0.0061893716783772874
25.0,0.005580391289867513
26.0,0.00505202317002188
27.0,0.00459547801165673
28.0,0.004201881292863064
29.0,0.0038625530110741576
30.0,0.0035692358506462774
31.0,0.003314273095458678
32.0,0.0030907387415105214
33.0,0.0028925230294491087
34.0,0.002714377150043489
35.0,0.002551921293989423
36.0,0.002401620595848997
37.0,0.0022607338892327807
38.0,0.002127240534275627
39.0,0.001999750856723349
40.0,0.001877405892704417
41.0,0.0017597721064935995
42.0,0.0016467364957125274
43.0,0.0015384069984047872
44.0,0.001435022377110029
45.0,0.0013368748135841125
46.0,0.0012442473664546923
47.0,0.00115736730261578
48.0,0.0010763751989524004
49.0,0.0010013087086608477
50.0,0.0009320990682175033
51.0,0.0008685778391987627
52.0,0.0008104910611721967
53.0,0.0007575179389452558
54.0,0.0007092913759604644
55.0,0.0006654180513646458
56.0,0.0006254962626213994
57.0,0.0005891303526324954
58.0,0.0005559411444976564
59.0,0.0005255723594197139
60.0,0.000497693447149042
61.0,0.0004719995826884981
62.0,0.0004482097637891595
63.0,0.0004260639837049812
64.0,0.000405320369781866
65.0,0.0003857529986635994
66.0,0.00036715085774763855
67.0,0.00034931815667838196
68.0,0.00033207593669324405
69.0,0.0003152647085225842
70.0,0.000298747692214258
