x,kde_density
0.0,0.02148008133164012
1.0,0.02245074969881935
2.0,0.023339552307362857
3.0,0.02413450050931892
4.0,0.024824838230841743
5.0,0.02540130152443224
6.0,0.02585634154323814
7.0,0.02618430328438809
8.0,0.02638155405051811
9.0,0.026446557435351372
10.0,0.02637989066321799
11.0,0.02618420520970836
12.0,0.025864132705555827
13.0,0.025426140086063812
14.0,0.024878339709626832
15.0,0.02423026165871173
16.0,0.023492596597565155
17.0,0.022676918352444717
18.0,0.021795395780099338
19.0,0.020860503494793847
20.0,0.01988474064750162
21.0,0.018880366223620364
22.0,0.017859158292833372
23.0,0.016832203363669824
24.0,0.015809720531986874
25.0,0.01480092353880488
26.0,0.01381392224270365
27.0,0.012855663438071218
28.0,0.011931909480939524
29.0,0.01104725187912072
30.0,0.010205155912433615
31.0,0.00940803150873279
32.0,0.008657325034670715
33.0,0.007953626374113126
34.0,0.00729678565455331
35.0,0.006686034221655616
36.0,0.006120104921211964
37.0,0.005597347383957108
38.0,0.005115834773152731
39.0,0.004673459295884765
40.0,0.004268014645203932
41.0,0.0038972643836269532
42.0,0.003558996057320413
43.0,0.0032510615109979566
44.0,0.0029714044322756224
45.0,0.0027180765772323056
46.0,0.0024892444124322457
47.0,0.0022831880579248774
48.0,0.002098294443485262
49.0,0.0019330465149575474
50.0,0.00178601017089366
51.0,0.0016558203950528586
52.0,0.001541167800573587
53.0,0.0014407865375038822
54.0,0.0013534442543922274
55.0,0.00127793456036276
56.0,0.0012130722159103256
57.0,0.0011576910939330174
58.0,0.0011106447991690355
59.0,0.001070809713376871
60.0,0.0010370901425685109
61.0,0.0010084251776295492
62.0,0.0009837968367405762
63.0,0.0009622390335026498
64.0,0.0009428469056588243
65.0,0.0009247860437993263
66.0,0.000907301176322749
67.0,0.0008897238957581846
68.0,0.000871479052252366
69.0,0.00085208949250676
70.0,0.0008311788862708512
