x,kde_density
0.0,0.008656775619460213
1.0,0.009090024189746793
2.0,0.0095258239868029
3.0,0.009962835954309876
4.0,0.010399681040252481
5.0,0.010834944782492322
6.0,0.011267181571186259
7.0,0.011694918614533265
8.0,0.012116659669344167
9.0,0.012530888631543297
10.0,0.01293607311213132
11.0,0.013330668149577842
12.0,0.013713120228403918
13.0,0.014081871784384093
14.0,0.014435366378165016
15.0,0.014772054710349721
16.0,0.015090401631851007
17.0,0.015388894273684428
18.0,0.015666051380957623
19.0,0.015920433887747776
20.0,0.016150656714457357
21.0,0.016355401709142636
22.0,0.016533431591640255
23.0,0.01668360469673607
24.0,0.016804890252955933
25.0,0.016896383879631178
26.0,0.016957322939422245
27.0,0.016987101348921514
28.0,0.01698528342836888
29.0,0.016951616364474457
30.0,0.01688604086883293
31.0,0.01678869963876193
32.0,0.016659943267251905
33.0,0.016500333303031734
34.0,0.016310642228852607
35.0,0.016091850203695388
36.0,0.0158451384999716
37.0,0.015571879656790398
38.0,0.015273624461677657
39.0,0.014952085962346897
40.0,0.014609120793911363
41.0,0.014246708182203834
42.0,0.01386692704790502
43.0,0.013471931686734637
44.0,0.013063926536358674
45.0,0.01264514055987616
46.0,0.0122178017784034
47.0,0.011784112471651727
48.0,0.011346225536423967
49.0,0.010906222450104338
50.0,0.010466093231453444
51.0,0.010027718726670921
52.0,0.009592855477347636
53.0,0.009163123351319039
54.0,0.008739996040293914
55.0,0.008324794452106741
56.0,0.00791868295296102
57.0,0.007522668348246814
58.0,0.007137601431215404
59.0,0.00676418087837063
60.0,0.006402959229850831
61.0,0.006054350662867926
62.0,0.005718640246558774
63.0,0.005395994357136242
64.0,0.005086471932409872
65.0,0.004790036253711122
66.0,0.004506566959918421
67.0,0.004235872021395481
68.0,0.003977699429902625
69.0,0.0037317483925573425
70.0,0.0034976798523699273
